Timestamp,Skin conductance,Event,Shock
2000-01-01 00:03:35.340,1.670013427734375,5.0,5.0
2000-01-01 00:03:35.360,1.6678466796875,5.0,5.0
2000-01-01 00:03:35.380,1.665802001953125,5.0,5.0
2000-01-01 00:03:35.400,1.6637725830078125,5.0,5.0
2000-01-01 00:03:35.420,1.661773681640625,5.0,5.0
2000-01-01 00:03:35.440,1.659820556640625,5.0,5.0
2000-01-01 00:03:35.460,1.6579132080078125,5.0,5.0
2000-01-01 00:03:35.480,1.65606689453125,5.0,5.0
2000-01-01 00:03:35.500,1.6539306640625,5.0,5.0
2000-01-01 00:03:35.520,1.6521148681640625,5.0,5.0
2000-01-01 00:03:35.540,1.6501617431640625,5.0,5.0
2000-01-01 00:03:35.560,1.648223876953125,5.0,5.0
2000-01-01 00:03:35.580,1.64642333984375,5.0,5.0
2000-01-01 00:03:35.600,1.6446685791015625,5.0,5.0
2000-01-01 00:03:35.620,1.6427154541015625,5.0,5.0
2000-01-01 00:03:35.640,1.6408538818359375,5.0,5.0
2000-01-01 00:03:35.660,1.639312744140625,5.0,5.0
2000-01-01 00:03:35.680,1.6378326416015625,5.0,5.0
2000-01-01 00:03:35.700,1.6362762451171875,5.0,5.0
2000-01-01 00:03:35.720,1.63470458984375,5.0,5.0
2000-01-01 00:03:35.740,1.6334075927734375,5.0,5.0
2000-01-01 00:03:35.760,1.6323394775390625,5.0,5.0
2000-01-01 00:03:35.780,1.6314239501953125,5.0,5.0
2000-01-01 00:03:35.800,1.6309356689453125,5.0,5.0
2000-01-01 00:03:35.820,1.6302490234375,5.0,5.0
2000-01-01 00:03:35.840,1.63031005859375,5.0,5.0
2000-01-01 00:03:35.860,1.6303558349609375,5.0,5.0
2000-01-01 00:03:35.880,1.6311492919921875,5.0,5.0
2000-01-01 00:03:35.900,1.6318206787109375,5.0,5.0
2000-01-01 00:03:35.920,1.633087158203125,5.0,5.0
2000-01-01 00:03:35.940,1.6348724365234375,5.0,5.0
2000-01-01 00:03:35.960,1.63690185546875,5.0,5.0
2000-01-01 00:03:35.980,1.639801025390625,5.0,5.0
2000-01-01 00:03:36.000,1.6429595947265625,5.0,5.0
2000-01-01 00:03:36.020,1.646575927734375,5.0,5.0
2000-01-01 00:03:36.040,1.6511993408203125,5.0,5.0
2000-01-01 00:03:36.060,1.656494140625,5.0,5.0
2000-01-01 00:03:36.080,1.662109375,5.0,5.0
2000-01-01 00:03:36.100,1.6685638427734375,5.0,5.0
2000-01-01 00:03:36.120,1.675872802734375,5.0,5.0
2000-01-01 00:03:36.140,1.6840362548828125,5.0,5.0
2000-01-01 00:03:36.160,1.6925201416015625,5.0,5.0
2000-01-01 00:03:36.180,1.702056884765625,5.0,5.0
2000-01-01 00:03:36.200,1.711700439453125,5.0,5.0
2000-01-01 00:03:36.220,1.7225189208984375,5.0,5.0
2000-01-01 00:03:36.240,1.733978271484375,5.0,5.0
2000-01-01 00:03:36.260,1.745880126953125,5.0,5.0
2000-01-01 00:03:36.280,1.758544921875,5.0,5.0
2000-01-01 00:03:36.300,1.7713165283203125,5.0,5.0
2000-01-01 00:03:36.320,1.784820556640625,0.25,5.0
2000-01-01 00:03:36.340,1.7986297607421875,0.0,5.0
2000-01-01 00:03:36.360,1.8130645751953125,0.0,5.0
2000-01-01 00:03:36.380,1.8273162841796875,0.0,5.0
2000-01-01 00:03:36.400,1.8416748046875,0.0,5.0
2000-01-01 00:03:36.420,1.8562164306640625,0.0,5.0
2000-01-01 00:03:36.440,1.871002197265625,0.0,5.0
2000-01-01 00:03:36.460,1.8850250244140625,0.0,5.0
2000-01-01 00:03:36.480,1.8993682861328125,0.0,5.0
2000-01-01 00:03:36.500,1.9132537841796875,0.0,5.0
2000-01-01 00:03:36.520,1.927093505859375,0.0,5.0
2000-01-01 00:03:36.540,1.940460205078125,0.0,5.0
2000-01-01 00:03:36.560,1.953338623046875,0.0,5.0
2000-01-01 00:03:36.580,1.9658966064453125,0.0,5.0
2000-01-01 00:03:36.600,1.9781646728515625,0.0,5.0
2000-01-01 00:03:36.620,1.9896697998046875,0.0,5.0
2000-01-01 00:03:36.640,2.000732421875,0.0,5.0
2000-01-01 00:03:36.660,2.0113067626953125,0.0,5.0
2000-01-01 00:03:36.680,2.0211944580078125,0.0,5.0
2000-01-01 00:03:36.700,2.030670166015625,0.0,5.0
2000-01-01 00:03:36.720,2.039825439453125,0.0,5.0
