Timestamp,Skin conductance,Event,Shock
2000-01-01 00:01:45.420,0.7884979248046875,5.0,5.0
2000-01-01 00:01:45.440,0.7884979248046875,5.0,5.0
2000-01-01 00:01:45.460,0.78814697265625,5.0,5.0
2000-01-01 00:01:45.480,0.7881011962890625,5.0,5.0
2000-01-01 00:01:45.500,0.7878570556640625,5.0,5.0
2000-01-01 00:01:45.520,0.7878570556640625,5.0,5.0
2000-01-01 00:01:45.540,0.7875213623046875,5.0,5.0
2000-01-01 00:01:45.560,0.787261962890625,5.0,5.0
2000-01-01 00:01:45.580,0.7873382568359375,5.0,5.0
2000-01-01 00:01:45.600,0.787200927734375,5.0,5.0
2000-01-01 00:01:45.620,0.787139892578125,5.0,5.0
2000-01-01 00:01:45.640,0.787078857421875,5.0,5.0
2000-01-01 00:01:45.660,0.7867889404296875,5.0,5.0
2000-01-01 00:01:45.680,0.786834716796875,5.0,5.0
2000-01-01 00:01:45.700,0.7865753173828125,5.0,5.0
2000-01-01 00:01:45.720,0.786590576171875,5.0,5.0
2000-01-01 00:01:45.740,0.7865447998046875,5.0,5.0
2000-01-01 00:01:45.760,0.7863311767578125,5.0,5.0
2000-01-01 00:01:45.780,0.7862396240234375,5.0,5.0
2000-01-01 00:01:45.800,0.786163330078125,5.0,5.0
2000-01-01 00:01:45.820,0.7859954833984375,5.0,5.0
2000-01-01 00:01:45.840,0.7860107421875,5.0,5.0
2000-01-01 00:01:45.860,0.7859954833984375,5.0,5.0
2000-01-01 00:01:45.880,0.785736083984375,5.0,5.0
2000-01-01 00:01:45.900,0.7858123779296875,5.0,5.0
2000-01-01 00:01:45.920,0.7856292724609375,5.0,5.0
2000-01-01 00:01:45.940,0.785614013671875,5.0,5.0
2000-01-01 00:01:45.960,0.7854156494140625,5.0,5.0
2000-01-01 00:01:45.980,0.7854156494140625,5.0,5.0
2000-01-01 00:01:46.000,0.7854461669921875,5.0,5.0
2000-01-01 00:01:46.020,0.785308837890625,5.0,5.0
