Timestamp,Skin conductance,Event,Shock
2000-01-01 00:04:43.340,1.28857421875,5.0,5.0
2000-01-01 00:04:43.360,1.2884521484375,5.0,5.0
2000-01-01 00:04:43.380,1.288299560546875,5.0,5.0
2000-01-01 00:04:43.400,1.28826904296875,5.0,5.0
2000-01-01 00:04:43.420,1.2884979248046875,5.0,5.0
2000-01-01 00:04:43.440,1.2884368896484375,5.0,5.0
2000-01-01 00:04:43.460,1.2886199951171875,5.0,5.0
2000-01-01 00:04:43.480,1.2886505126953125,5.0,5.0
2000-01-01 00:04:43.500,1.289031982421875,5.0,5.0
2000-01-01 00:04:43.520,1.289093017578125,5.0,5.0
2000-01-01 00:04:43.540,1.2894134521484375,5.0,5.0
2000-01-01 00:04:43.560,1.2897491455078125,5.0,5.0
2000-01-01 00:04:43.580,1.290130615234375,5.0,5.0
2000-01-01 00:04:43.600,1.290435791015625,5.0,5.0
2000-01-01 00:04:43.620,1.2906036376953125,5.0,5.0
2000-01-01 00:04:43.640,1.2910919189453125,5.0,5.0
2000-01-01 00:04:43.660,1.2912750244140625,5.0,5.0
2000-01-01 00:04:43.680,1.2916259765625,5.0,5.0
2000-01-01 00:04:43.700,1.2918243408203125,5.0,5.0
2000-01-01 00:04:43.720,1.2921600341796875,5.0,5.0
2000-01-01 00:04:43.740,1.2924346923828125,5.0,5.0
2000-01-01 00:04:43.760,1.2926788330078125,5.0,5.0
2000-01-01 00:04:43.780,1.2929534912109375,5.0,5.0
2000-01-01 00:04:43.800,1.293304443359375,5.0,5.0
2000-01-01 00:04:43.820,1.293212890625,5.0,5.0
2000-01-01 00:04:43.840,1.293548583984375,5.0,5.0
2000-01-01 00:04:43.860,1.2937774658203125,5.0,5.0
2000-01-01 00:04:43.880,1.2939300537109375,5.0,5.0
2000-01-01 00:04:43.900,1.293975830078125,5.0,5.0
2000-01-01 00:04:43.920,1.294189453125,5.0,5.0
2000-01-01 00:04:43.940,1.294097900390625,5.0,5.0
2000-01-01 00:04:43.960,1.293701171875,5.0,5.0
2000-01-01 00:04:43.980,1.2937164306640625,5.0,5.0
2000-01-01 00:04:44.000,1.2936248779296875,5.0,5.0
2000-01-01 00:04:44.020,1.2934722900390625,5.0,5.0
2000-01-01 00:04:44.040,1.2932891845703125,5.0,5.0
2000-01-01 00:04:44.060,1.29315185546875,5.0,5.0
2000-01-01 00:04:44.080,1.292816162109375,5.0,5.0
2000-01-01 00:04:44.100,1.29248046875,5.0,5.0
2000-01-01 00:04:44.120,1.292083740234375,5.0,5.0
2000-01-01 00:04:44.140,1.291717529296875,5.0,5.0
2000-01-01 00:04:44.160,1.2914581298828125,5.0,5.0
2000-01-01 00:04:44.180,1.2908477783203125,5.0,5.0
2000-01-01 00:04:44.200,1.290283203125,5.0,5.0
2000-01-01 00:04:44.220,1.2899017333984375,5.0,5.0
2000-01-01 00:04:44.240,1.2890625,5.0,5.0
2000-01-01 00:04:44.260,1.2887420654296875,5.0,5.0
2000-01-01 00:04:44.280,1.287841796875,5.0,5.0
2000-01-01 00:04:44.300,1.287200927734375,5.0,5.0
2000-01-01 00:04:44.320,1.2865447998046875,0.25,5.0
2000-01-01 00:04:44.340,1.2858734130859375,0.0,5.0
2000-01-01 00:04:44.360,1.285186767578125,0.0,5.0
2000-01-01 00:04:44.380,1.2842559814453125,0.0,5.0
2000-01-01 00:04:44.400,1.283477783203125,0.0,5.0
2000-01-01 00:04:44.420,1.282684326171875,0.0,5.0
2000-01-01 00:04:44.440,1.281768798828125,0.0,5.0
2000-01-01 00:04:44.460,1.2808990478515625,0.0,5.0
2000-01-01 00:04:44.480,1.2799224853515625,0.0,5.0
2000-01-01 00:04:44.500,1.27880859375,0.0,5.0
2000-01-01 00:04:44.520,1.2779998779296875,0.0,5.0
2000-01-01 00:04:44.540,1.2770538330078125,0.0,5.0
2000-01-01 00:04:44.560,1.2759857177734375,0.0,5.0
2000-01-01 00:04:44.580,1.2750396728515625,0.0,5.0
2000-01-01 00:04:44.600,1.2739105224609375,0.0,5.0
2000-01-01 00:04:44.620,1.272979736328125,0.0,5.0
2000-01-01 00:04:44.640,1.27203369140625,0.0,5.0
2000-01-01 00:04:44.660,1.27093505859375,0.0,5.0
2000-01-01 00:04:44.680,1.26983642578125,0.0,5.0
2000-01-01 00:04:44.700,1.2686767578125,0.0,5.0
2000-01-01 00:04:44.720,1.26763916015625,0.0,5.0
2000-01-01 00:04:44.740,1.2664642333984375,0.0,5.0
2000-01-01 00:04:44.760,1.26556396484375,0.0,5.0
2000-01-01 00:04:44.780,1.2645416259765625,0.0,5.0
2000-01-01 00:04:44.800,1.2635040283203125,0.0,5.0
2000-01-01 00:04:44.820,1.2623138427734375,0.0,5.0
2000-01-01 00:04:44.840,1.2612457275390625,0.0,5.0
2000-01-01 00:04:44.860,1.2601776123046875,0.0,5.0
2000-01-01 00:04:44.880,1.259185791015625,0.0,5.0
2000-01-01 00:04:44.900,1.2580718994140625,0.0,5.0
2000-01-01 00:04:44.920,1.2569732666015625,0.0,5.0
2000-01-01 00:04:44.940,1.2559051513671875,0.0,5.0
2000-01-01 00:04:44.960,1.254974365234375,0.0,5.0
2000-01-01 00:04:44.980,1.2539825439453125,0.0,5.0
2000-01-01 00:04:45.000,1.252960205078125,0.0,5.0
2000-01-01 00:04:45.020,1.25189208984375,0.0,5.0
2000-01-01 00:04:45.040,1.2509002685546875,0.0,5.0
2000-01-01 00:04:45.060,1.2499237060546875,0.0,5.0
2000-01-01 00:04:45.080,1.2488555908203125,0.0,5.0
2000-01-01 00:04:45.100,1.247772216796875,0.0,5.0
2000-01-01 00:04:45.120,1.2468719482421875,0.0,5.0
2000-01-01 00:04:45.140,1.2460784912109375,0.0,5.0
2000-01-01 00:04:45.160,1.2449493408203125,0.0,5.0
2000-01-01 00:04:45.180,1.243927001953125,0.0,5.0
2000-01-01 00:04:45.200,1.2432098388671875,0.0,5.0
2000-01-01 00:04:45.220,1.2421417236328125,0.0,5.0
2000-01-01 00:04:45.240,1.2410888671875,0.0,5.0
2000-01-01 00:04:45.260,1.2402496337890625,0.0,5.0
2000-01-01 00:04:45.280,1.2393951416015625,0.0,5.0
2000-01-01 00:04:45.300,1.23846435546875,0.0,5.0
2000-01-01 00:04:45.320,1.2374725341796875,0.0,5.0
2000-01-01 00:04:45.340,1.2366485595703125,0.0,5.0
2000-01-01 00:04:45.360,1.2357025146484375,0.0,5.0
2000-01-01 00:04:45.380,1.2348175048828125,0.0,5.0
2000-01-01 00:04:45.400,1.2341156005859375,0.0,5.0
2000-01-01 00:04:45.420,1.233154296875,0.0,5.0
2000-01-01 00:04:45.440,1.232421875,0.0,5.0
2000-01-01 00:04:45.460,1.2313690185546875,0.0,5.0
2000-01-01 00:04:45.480,1.2308197021484375,0.0,5.0
2000-01-01 00:04:45.500,1.2299652099609375,0.0,5.0
2000-01-01 00:04:45.520,1.2290802001953125,0.0,5.0
2000-01-01 00:04:45.540,1.2282562255859375,0.0,5.0
2000-01-01 00:04:45.560,1.227386474609375,0.0,5.0
2000-01-01 00:04:45.580,1.22662353515625,0.0,5.0
2000-01-01 00:04:45.600,1.2257537841796875,0.0,5.0
2000-01-01 00:04:45.620,1.225189208984375,0.0,5.0
2000-01-01 00:04:45.640,1.224334716796875,0.0,5.0
2000-01-01 00:04:45.660,1.223541259765625,0.0,5.0
2000-01-01 00:04:45.680,1.222747802734375,0.0,5.0
2000-01-01 00:04:45.700,1.2221832275390625,0.0,5.0
2000-01-01 00:04:45.720,1.22125244140625,0.0,5.0
2000-01-01 00:04:45.740,1.22064208984375,0.0,5.0
2000-01-01 00:04:45.760,1.2196197509765625,0.0,5.0
2000-01-01 00:04:45.780,1.2189788818359375,0.0,5.0
2000-01-01 00:04:45.800,1.2183837890625,0.0,5.0
2000-01-01 00:04:45.820,1.2176666259765625,0.0,5.0
2000-01-01 00:04:45.840,1.2167510986328125,0.0,5.0
2000-01-01 00:04:45.860,1.2161865234375,0.0,5.0
2000-01-01 00:04:45.880,1.2153472900390625,0.0,5.0
2000-01-01 00:04:45.900,1.21484375,0.0,5.0
2000-01-01 00:04:45.920,1.214080810546875,0.0,5.0
2000-01-01 00:04:45.940,1.2134246826171875,0.0,5.0
2000-01-01 00:04:45.960,1.212554931640625,0.0,5.0
2000-01-01 00:04:45.980,1.2120361328125,0.0,5.0
